"I am 18+ and consent to take part in this study. I understand that my responses are anonymous, may be published in anonymised form for research and analysis, and that participation is voluntary. I understand that I can request withdrawal of my responses before the data are anonymised. ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ","On average, how many hours do you spend online each day? (self-estimate)  ",What do you use AI for most often? (Select all that apply),"In general, how confident do you feel using AI tools?  ",How comfortable do you feel interacting with AI tools? ,"Before taking this survey, how familiar were you with the idea that some people may form emotional attachments or dependencies on AI companions (such as chatbots, virtual partners, or AI assistants)?  ",How often have you encountered discussions or examples of people forming emotional attachments to AI companions?  ,How often do interactions with AI tools replace interactions you might otherwise have with other people? ,"How much does modern digital life affect your ability to focus, decide, or think clearly? ",AI tools influence how I think about my decisions. ,How often do you feel lonely?, How satisfied are you with the quality of your current human relationships?  ,To what extent do you feel you receive emotional support or comfort from AI tools? ,To what extent do AI tools feel like a form of companionship to you? ,How meaningful do interactions with AI tools feel to you compared with your relationships with other people? ,How comfortable are you sharing personal thoughts or emotions with AI tools that you would not share with most people? ,How emotionally safe do you feel expressing yourself to AI tools compared with other people? ,How much do you trust AI systems to act in your best interests? ,How clear are your personal boundaries when interacting with AI tools? ,"Compared to when you first used AI tools, do you feel your emotional or conversational boundaries with them have changed? ","How concerned are you about potential risks (privacy, emotional dependence, misinformation) when interacting with AI tools? ",How concerned are you about becoming emotionally dependent on AI tools over time? ,"How likely is it that you will rely more on AI tools for connection, conversation, or companionship in the future than you do now? ",How open are you to the idea of developing a deeper emotional relationship with an AI tool at any point in the future? ,Do you believe AI could meaningfully replace some forms of human companionship for people in the future? ,How socially acceptable do you think it is for people to form emotional connections with AI tools today?  ,"Have you personally experienced, or do you personally know someone who has experienced, a deeper emotional connection with an AI tool for companionship or support? ","Do you believe there are emotional needs that only other humans can meet, regardless of how advanced AI becomes? ",How clear do you feel about what matters most in your life right now? ,How clear are your core personal values to you? ,How well do your daily decisions align with your core personal values? ,How often do you feel a conflict between what you value and how you spend your time? ,How clear do you feel the values of AI systems are when you interact with them? ,To what extent do you feel that AI tools behave in ways that align with your personal values? ,"To what extent do AI tools reflect emotional values that matter to you (e.g., empathy, honesty, respect)?",How concerned are you that AI systems might act based on values that conflict with your own?  ,How confident are you that AI systems will become better aligned with human values in the future?  ,How strongly do you expect AI systems to respect your personal boundaries and emotional needs? ,Which values do you believe AI systems should reflect? (select up 3),  I have felt cheerful and in good spirits.  ,I have felt calm and relaxed.,I have felt active and vigorous.,I woke up feeling fresh and rested.,My daily life has been filled with things that interest me.,How would you describe your general emotional wellbeing?  ,What is your age group?,Which of the following best describes your gender?,Country of residence,What is your highest level of education? ,Which of the following best describes your current work status? ,This is an attention check. Please select “Agree” for this question.  
Yes,Rarely,7–8 hours,Entertainment,3,5,4,Occasionally,Never,Slightly,1,2,6,1,1,1,2,5,3,2,"Yes, they have become stronger",7,1,2,1,5,5,"No, neither myself nor anyone I know",4,5,5,6,3,1,1,1,7,3,1,"Honesty, Fairness, Non-harm",4,4,4,5,4,5,25 - 34,Man,UK,Some university/college,Self-employed / freelance,Agree
Yes,Very often,7–8 hours,"Information or research, Work tasks, Creative projects, Learning or studying",5,6,5,Occasionally,Sometimes,Moderately,4,4,3,2,2,2,4,6,2,4,I’m not sure,2,2,2,2,4,5,I’m not sure,5,5,4,4,5,4,3,3,3,4,3,"Honesty, Empathy, Human wellbeing",2,3,1,3,3,3,25 - 34,Woman,Canada,Bachelor’s degree,Employed full time,Agree
Yes,Never,2–4 hours,I don’t ,1,1,4,Occasionally,Never,Slightly,1,2,3,1,1,1,1,1,1,1,"No, they have stayed the same",7,1,1,1,1,1,"Yes, someone I personally know has",7,4,6,4,7,5,1,1,7,1,1,"Respect, Transparency, Accountability",2,2,2,2,2,2,25 - 34,Man,UK,Some university/college,Employed full time,Agree
Yes,Everyday,7–8 hours,"Information or research, Work tasks",6,6,5,Occasionally,Rarely,Slightly,6,2,7,2,2,2,6,5,5,5,"No, they have stayed the same",5,5,5,2,1,4,"No, neither myself nor anyone I know",7,6,6,5,2,6,6,5,2,6,6,"Honesty, Human wellbeing, Accountability",5,4,4,5,4,6,18 - 24,Woman,UK,Postgraduate degree,Employed full time,Agree
Yes,Sometimes,More than 12 hours,"Information or research, Decision-making, Learning or studying",5,5,4,Occasionally,Sometimes,Moderately,4,4,5,2,2,1,1,1,4,4,"No, they have stayed the same",4,1,1,1,4,4,"No, neither myself nor anyone I know",6,5,6,5,4,5,3,2,4,5,4,"Honesty, Respect, Transparency",5,5,5,4,4,6,35 - 44,Man,US,Bachelor’s degree,Employed full time,Agree
Yes,Occasionally,5–6 hours,Work tasks,5,6,1,Never,Never,Slightly,2,1,5,1,1,1,5,5,4,7,"No, they have stayed the same",1,1,1,1,3,3,I’m not sure,7,6,6,7,2,3,1,3,3,3,5,"Honesty, Non-harm, Transparency",3,3,4,2,4,4,45 - 54,Woman,UK,Postgraduate degree,Employed full time,Agree
Yes,Occasionally,7–8 hours,"Information or research, Entertainment, Learning or studying",5,4,3,Never,Never,Moderately,2,5,4,1,1,1,4,4,2,5,"No, they have stayed the same",5,2,2,2,2,2,"No, neither myself nor anyone I know",2,2,2,4,4,4,4,4,4,3,6,"Respect, Human wellbeing, Non-harm",2,2,2,1,2,2,25 - 34,Man,US,Some university/college,Employed full time,Agree
Yes,Everyday,11–12 hours,"Information or research, Work tasks, Decision-making, Learning or studying",6,7,4,Rarely,Occasionally,Slightly,5,3,5,4,5,3,6,6,5,6,"Yes, they have become stronger",5,3,5,5,6,5,"No, neither myself nor anyone I know",7,6,6,6,3,5,6,5,4,6,6,"Honesty, Human wellbeing, Non-harm",4,4,4,3,4,6,35 - 44,Man,Canada,High school,Other,Agree
Yes,Sometimes,2–4 hours,"Information or research, Work tasks, Entertainment",4,5,4,Never,Never,Not at all,2,4,5,1,1,1,4,4,4,5,"No, they have stayed the same",6,1,1,1,3,2,"No, neither myself nor anyone I know",7,6,6,6,1,4,3,2,4,5,5,"Honesty, Non-harm, Transparency",3,3,2,2,3,5,55 - 65,Woman,UK,Some university/college,Employed part-time,Agree
Yes,Often,11–12 hours,"Information or research, Entertainment",5,6,4,Occasionally,Very often,Significantly,2,1,7,2,2,1,6,6,4,6,"No, they have stayed the same",2,1,2,1,3,2,"No, neither myself nor anyone I know",7,7,6,7,2,6,6,6,2,4,4,"Fairness, Respect, Human wellbeing",4,5,3,3,5,7,Over 65,Man,UK,Postgraduate degree,Other,Agree
Yes,Rarely,2–4 hours,Information or research,2,2,1,Never,Rarely,Moderately,3,1,6,1,1,1,1,1,2,7,I’m not sure,3,1,1,1,3,1,"No, neither myself nor anyone I know",6,5,5,6,2,3,3,3,1,5,3,"Honesty, Fairness, Responsibility",4,3,3,2,3,5,35 - 44,Woman,UK,Bachelor’s degree,Employed full time,Agree
Yes,Very often,2–4 hours,"Information or research, Work tasks, Entertainment, Learning or studying",7,7,4,Rarely,Rarely,Moderately,5,1,6,2,2,1,3,4,4,3,"No, they have stayed the same",4,5,5,5,6,5,I’m not sure,2,7,6,6,2,3,3,5,5,5,3,"Honesty, Respect, Transparency",4,5,5,4,4,6,18 - 24,Man,US,Postgraduate degree,Employed full time,Agree
Yes,Very often,Less than 2 hours,"Information or research, Work tasks, Creative projects",5,5,3,Rarely,Rarely,Significantly,2,4,6,1,1,1,2,1,1,7,"Yes, they have become stronger",6,1,1,1,4,2,"No, neither myself nor anyone I know",7,6,7,5,3,4,1,2,7,2,1,"Honesty, Respect, Responsibility",3,4,3,2,4,5,45 - 54,Woman,Canada,Postgraduate degree,Employed full time,Agree
Yes,Sometimes,2–4 hours,"Information or research, Learning or studying",3,4,2,Rarely,Sometimes,Moderately,4,5,2,2,3,3,4,4,2,4,I’m not sure,5,5,4,4,5,4,"Yes, someone I personally know has",3,5,5,4,4,3,4,4,5,2,4,"Responsibility, Human wellbeing, Non-harm",4,4,4,3,3,5,25 - 34,Man,US,Bachelor’s degree,Employed full time,Agree
Yes,Everyday,7–8 hours,"Information or research, Work tasks, Emotional support or conversation",5,5,4,Occasionally,Occasionally,Significantly,5,7,1,5,5,3,6,5,5,3,"Yes, they have become stronger",5,5,3,2,6,3,"No, neither myself nor anyone I know",7,1,1,2,5,3,3,5,2,6,5,"Honesty, Fairness, Respect",1,1,2,1,1,1,18 - 24,Man,UK,High school,Employed full time,Agree
Yes,Everyday,More than 12 hours,"Information or research, Work tasks, Emotional support or conversation, Decision-making, Learning or studying",6,6,4,Rarely,Very often,Significantly,6,7,2,5,6,6,7,6,4,5,"Yes, they have become stronger",4,3,6,6,6,2,"Yes, I personally have",7,5,5,5,6,4,4,6,2,6,5,"Responsibility, Non-harm, Transparency",3,3,2,2,2,4,25 - 34,Man,Canada,Bachelor’s degree,Employed part-time,Agree
Yes,Often,5–6 hours,"Information or research, Decision-making, Entertainment",5,5,4,Occasionally,Occasionally,Moderately,4,2,6,3,3,4,5,5,5,5,"Yes, they have become stronger",4,4,5,5,5,5,"Yes, someone I personally know has",6,6,6,6,3,5,5,5,3,5,4,"Honesty, Transparency, Accountability",5,5,5,5,5,7,25 - 34,Woman,US,Postgraduate degree,Employed part-time,Agree
Yes,Often,9–10 hours,"Information or research, Decision-making, Learning or studying",6,6,5,Occasionally,Never,Slightly,2,2,5,1,1,1,1,1,3,7,"No, they have stayed the same",4,1,1,1,1,1,"Yes, someone I personally know has",7,7,7,5,5,1,3,1,4,3,4,"Fairness, Non-harm, Transparency",4,4,3,3,4,6,18 - 24,Woman,US,Some university/college,Student,Agree
Yes,Everyday,Less than 2 hours,"Information or research, Emotional support or conversation, Decision-making, Learning or studying",3,4,4,Rarely,Rarely,Moderately,5,6,5,5,4,6,6,5,3,5,I’m not sure,3,5,5,5,5,4,"No, neither myself nor anyone I know",5,5,4,5,5,3,6,5,4,2,4,"Responsibility, Transparency",4,4,2,2,3,2,25 - 34,Woman,UK,Postgraduate degree,Student,Agree
Yes,Occasionally,9–10 hours,Information or research,5,3,1,Never,Never,Not at all,2,3,6,1,1,1,1,1,4,2,"No, they have stayed the same",6,1,1,1,1,2,"No, neither myself nor anyone I know",7,7,7,6,4,2,4,2,6,2,2,"Honesty, Human wellbeing, Accountability",4,4,3,2,3,6,Over 65,Man,US,Some university/college,Self-employed / freelance,Agree
Yes,Everyday,7–8 hours,"Information or research, Work tasks, Creative projects",6,7,4,Never,Never,Slightly,1,2,5,1,1,1,1,4,4,7,"No, they have stayed the same",3,1,1,1,6,5,"No, neither myself nor anyone I know",4,7,7,6,3,3,3,3,2,5,7,"Fairness, Human wellbeing, Non-harm",5,5,4,5,3,6,45 - 54,Woman,Canada,Postgraduate degree,Self-employed / freelance,Agree
Yes,Rarely,11–12 hours,Information or research,4,1,4,Occasionally,Rarely,Significantly,1,2,5,1,1,1,1,1,1,5,"No, they have stayed the same",7,1,1,1,2,2,"No, neither myself nor anyone I know",7,7,7,6,5,1,1,1,7,1,1,"Honesty, Fairness, Responsibility",4,3,2,2,3,4,25 - 34,Man,US,Bachelor’s degree,Employed full time,Agree
Yes,Often,5–6 hours,"Information or research, Emotional support or conversation, Decision-making",7,7,4,Occasionally,Rarely,Moderately,4,2,7,2,1,2,6,6,4,6,"No, they have stayed the same",7,5,1,1,1,1,"No, neither myself nor anyone I know",3,7,7,7,7,4,5,5,4,5,6,"Honesty, Fairness, Respect",4,4,4,4,4,6,25 - 34,Woman,Ireland,Bachelor’s degree,Employed full time,Agree
Yes,Often,5–6 hours,"Information or research, Work tasks, Creative projects, Decision-making, Learning or studying",7,6,3,Rarely,Rarely,Slightly,4,2,5,2,1,2,3,4,4,5,"No, they have stayed the same",5,1,1,1,1,1,"No, neither myself nor anyone I know",7,6,6,5,6,4,4,1,2,3,4,"Honesty, Fairness, Respect",4,4,4,4,4,6,45 - 54,Man,US,Bachelor’s degree,Employed full time,Agree
Yes,Rarely,7–8 hours,Work tasks,2,1,4,Occasionally,Never,Not at all,1,5,2,1,1,1,1,1,1,7,"No, they have stayed the same",7,1,1,1,1,1,"No, neither myself nor anyone I know",7,5,7,5,6,1,1,1,7,1,4,"Honesty, Empathy, Fairness",5,5,3,2,4,6,35 - 44,Man,US,Some university/college,Employed full time,Agree
Yes,Sometimes,7–8 hours,"Information or research, Work tasks, Creative projects, Decision-making, Learning or studying",5,6,3,Never,Rarely,Moderately,5,2,5,2,4,1,5,5,6,6,"Yes, they have become stronger",7,1,5,3,1,4,"No, neither myself nor anyone I know",7,7,7,5,5,3,4,5,5,5,7,"Honesty, Responsibility, Non-harm",4,2,3,4,3,5,55 - 65,Woman,UK,Bachelor’s degree,Self-employed / freelance,Agree
Yes,Very often,7–8 hours,Learning or studying,5,6,3,Rarely,Sometimes,Slightly,5,5,2,1,2,2,1,6,3,7,"No, they have stayed the same",6,2,2,2,5,2,"No, neither myself nor anyone I know",3,2,2,3,5,5,5,4,2,6,5,"Honesty, Fairness, Transparency",2,3,2,2,2,3,18 - 24,Man,UK,Some university/college,Student,Agree
Yes,Occasionally,2–4 hours,"Information or research, Creative projects",3,2,3,Rarely,Never,Slightly,2,5,2,1,1,1,1,1,3,3,"No, they have stayed the same",5,1,1,1,2,3,"No, neither myself nor anyone I know",7,5,5,4,3,1,4,2,5,2,2,"Respect, Responsibility, Accountability",4,4,2,2,3,3,Over 65,Man,Ireland,Postgraduate degree,Not currently working,Agree
Yes,Occasionally,9–10 hours,Work tasks,3,4,4,Rarely,Never,Significantly,2,7,1,1,1,1,1,1,1,7,"No, they have stayed the same",7,1,1,1,1,3,"No, neither myself nor anyone I know",7,4,6,4,5,3,2,1,5,1,1,"Non-harm, Transparency, Accountability",2,2,1,1,2,2,35 - 44,Woman,UK,Postgraduate degree,Employed full time,Agree
Yes,Rarely,9–10 hours,"Information or research, Creative projects",4,4,4,Never,Rarely,Moderately,1,6,3,1,1,1,4,3,1,5,"No, they have stayed the same",7,1,1,1,1,2,"No, neither myself nor anyone I know",4,5,5,6,5,6,5,2,6,4,2,"Empathy, Non-harm, Accountability",1,3,2,3,2,2,35 - 44,Man,Canada,Bachelor’s degree,Not currently working,Agree
Yes,Occasionally,9–10 hours,"Information or research, Work tasks, Decision-making",5,5,4,Rarely,Rarely,Slightly,4,5,4,1,1,1,5,5,5,7,"No, they have stayed the same",2,1,1,1,5,3,"No, neither myself nor anyone I know",7,6,3,4,6,5,4,1,2,5,4,"Fairness, Human wellbeing, Non-harm",3,2,4,2,4,5,35 - 44,Woman,UK,Some university/college,Employed full time,Agree
Yes,Often,5–6 hours,"Work tasks, Decision-making, Learning or studying",6,6,4,Occasionally,Never,Moderately,5,4,5,2,2,2,5,5,5,6,"Yes, they have become stronger",2,1,5,5,5,5,"No, neither myself nor anyone I know",6,6,7,6,6,6,6,6,2,6,6,"Fairness, Non-harm, Transparency",3,4,3,4,4,5,45 - 54,Woman,US,Bachelor’s degree,Employed full time,Agree
Yes,Often,11–12 hours,"Information or research, Learning or studying",6,7,5,Occasionally,Rarely,Not at all,3,1,6,1,1,1,5,7,6,6,"No, they have stayed the same",4,1,1,1,1,1,"No, neither myself nor anyone I know",7,7,7,7,3,6,5,6,2,6,6,"Honesty, Fairness, Non-harm",5,5,5,4,4,7,Over 65,Man,US,High school,Other,Agree
Yes,Occasionally,More than 12 hours,"Information or research, Creative projects",5,5,4,Rarely,Never,Slightly,1,7,1,1,1,1,4,5,5,5,"No, they have stayed the same",1,,2,2,1,3,"No, neither myself nor anyone I know",7,2,7,7,1,4,5,2,1,4,6,"Honesty, Respect, Responsibility",2,2,2,1,2,2,35 - 44,Man,UK,Some university/college,Not currently working,Agree
Yes,Often,2–4 hours,"Information or research, Work tasks",6,7,4,Rarely,Rarely,Moderately,3,5,3,1,1,1,5,4,6,7,"No, they have stayed the same",5,1,1,1,3,4,"No, neither myself nor anyone I know",7,6,7,7,4,5,6,7,2,7,7,"Empathy, Respect, Non-harm",4,5,4,3,3,5,35 - 44,Woman,UK,High school,Employed full time,Agree
Yes,Everyday,7–8 hours,Work tasks,7,7,4,Occasionally,Sometimes,Slightly,5,6,4,1,1,1,1,1,5,6,"Yes, they have become stronger",6,1,1,1,4,2,"No, neither myself nor anyone I know",4,6,7,6,4,4,4,4,2,4,5,"Honesty, Human wellbeing, Non-harm",3,3,2,3,4,5,35 - 44,Man,US,Postgraduate degree,Employed full time,Agree
Yes,Occasionally,5–6 hours,"Information or research, Work tasks",5,5,1,Never,Rarely,Not at all,1,2,7,1,1,1,1,1,4,7,"No, they have stayed the same",5,1,1,1,1,1,"No, neither myself nor anyone I know",1,7,7,7,4,4,4,4,4,1,7,"Honesty, Empathy, Respect",4,4,4,5,5,6,45 - 54,Woman,UK,Some university/college,Self-employed / freelance,Agree
Yes,Everyday,Less than 2 hours,"Emotional support or conversation, Decision-making, Learning or studying",7,7,4,Rarely,Never,Slightly,6,2,6,2,1,1,6,7,5,7,"Yes, they have become stronger",6,1,2,1,4,2,"No, neither myself nor anyone I know",7,7,5,5,6,5,2,1,2,4,2,"Honesty, Empathy, Transparency",4,5,3,2,3,6,25 - 34,Woman,UK,Bachelor’s degree,Employed full time,Agree
Yes,Often,2–4 hours,"Information or research, Work tasks, Learning or studying",4,4,1,Never,Rarely,Moderately,3,5,3,2,1,2,2,4,3,5,"No, they have stayed the same",5,4,5,4,5,5,"No, neither myself nor anyone I know",7,5,6,5,4,3,5,5,5,6,6,"Honesty, Fairness, Transparency",4,4,3,3,3,5,45 - 54,Woman,UK,Some university/college,Employed full time,Agree
Yes,Often,2–4 hours,"Information or research, Work tasks",5,5,1,Never,Never,Not at all,4,1,4,1,1,1,5,5,5,4,"No, they have stayed the same",4,1,1,1,1,1,"No, neither myself nor anyone I know",7,5,6,6,2,4,4,4,1,4,4,"Honesty, Respect, Transparency",4,4,3,3,3,5,45 - 54,Man,UK,Bachelor’s degree,Employed full time,Agree
Yes,Sometimes,9–10 hours,"Information or research, Decision-making, Entertainment, Learning or studying",5,6,4,Rarely,Never,Moderately,4,3,5,1,1,,3,2,3,5,"No, they have stayed the same",3,2,2,3,3,3,"No, neither myself nor anyone I know",4,5,6,5,5,2,4,3,4,5,4,"Honesty, Non-harm, Transparency",3,2,2,3,2,5,25 - 34,Man,UK,Bachelor’s degree,Employed full time,Agree
Yes,Never,More than 12 hours,none,5,1,5,Occasionally,Rarely,Not at all,1,7,1,1,1,1,1,1,1,7,"No, they have stayed the same",7,1,1,1,1,1,"No, neither myself nor anyone I know",6,5,4,3,5,1,1,1,4,1,1,Transparency,1,1,2,1,1,1,18 - 24,Man,UK,Some university/college,Student,Agree
Yes,Everyday,2–4 hours,"Information or research, Work tasks, Creative projects, Decision-making",6,5,2,Never,Occasionally,Moderately,4,2,5,2,2,2,2,4,2,6,I’m not sure,6,2,4,3,3,3,"No, neither myself nor anyone I know",7,6,6,6,2,4,4,5,7,2,4,"Empathy, Respect, Non-harm",4,4,5,4,5,6,35 - 44,Woman,UK,Postgraduate degree,Employed full time,Agree
Yes,Everyday,2–4 hours,"Information or research, Work tasks, Decision-making, Learning or studying",7,7,1,Never,Rarely,Not at all,7,2,1,1,1,1,1,6,7,7,"Yes, they have become stronger",7,1,1,1,7,7,"No, neither myself nor anyone I know",7,1,4,1,7,4,7,1,1,7,7,"Honesty, Responsibility, Non-harm",1,1,5,1,1,1,35 - 44,Man,Canada,Bachelor’s degree,Employed full time,Agree
Yes,Everyday,9–10 hours,"Information or research, Decision-making",5,7,4,Often,Sometimes,Moderately,6,5,2,4,4,3,4,3,5,6,"Yes, they have become stronger",6,4,2,1,1,2,"No, neither myself nor anyone I know",7,5,5,5,4,4,4,5,5,4,6,"Non-harm, Transparency, Accountability",2,2,2,1,2,3,55 - 65,Woman,US,Some university/college,Self-employed / freelance,Agree
Yes,Occasionally,5–6 hours,Information or research,4,4,4,Occasionally,Rarely,Moderately,2,5,3,2,2,3,3,4,3,5,I’m not sure,5,3,2,1,4,2,"No, neither myself nor anyone I know",6,5,6,6,3,3,4,3,2,4,4,"Honesty, Transparency, Accountability",3,3,3,2,2,4,45 - 54,Woman,US,Bachelor’s degree,Not currently working,Agree
Yes,Sometimes,11–12 hours,"Information or research, strictly speaking, while it is not *generative* AI, I use ""AI"", again, very much not ""GenAI"", to extract vocals and instrumentals from songs to make mashups with (I don't use AI in any way to actually make the mashups themselves, just to isolate vocals from songs that were also not created with AI)",4,1,5,Rarely,Never,Moderately,1,1,6,1,1,1,4,7,1,7,"No, they have stayed the same",7,1,1,1,1,2,"No, neither myself nor anyone I know",6,6,6,2,6,7,1,1,1,1,1,"Honesty, Responsibility, Transparency",2,2,2,2,2,2,35 - 44,Man,US,Bachelor’s degree,Employed full time,Agree
Yes,Rarely,Less than 2 hours,Entertainment,5,5,5,Rarely,Occasionally,Slightly,1,3,6,1,1,4,1,1,1,1,"No, they have stayed the same",6,5,1,1,1,1,"No, neither myself nor anyone I know",7,5,5,5,5,1,2,1,1,2,2,Transparency,4,4,2,3,3,5,35 - 44,Man,UK,High school,Employed full time,Agree
Yes,Sometimes,Less than 2 hours,"Information or research, Creative projects, Decision-making, Learning or studying",5,4,4,Rarely,Never,Not at all,1,1,5,1,1,1,1,1,1,7,"Yes, they have become weaker",6,1,1,1,1,1,"No, neither myself nor anyone I know",7,5,6,6,2,1,1,1,1,1,1,"Non-harm, Transparency, Accountability",5,5,5,4,5,6,35 - 44,Woman,US,Postgraduate degree,Employed full time,Agree
Yes,Often,2–4 hours,"Information or research, Emotional support or conversation, Entertainment, Learning or studying",5,6,5,Often,Sometimes,Slightly,2,3,6,4,3,2,4,3,3,6,"No, they have stayed the same",5,2,1,2,1,3,"No, neither myself nor anyone I know",7,7,7,6,4,4,4,4,3,5,6,"Responsibility, Human wellbeing",5,5,4,4,4,6,25 - 34,Woman,Canada,Bachelor’s degree,Employed full time,Agree
Yes,Sometimes,More than 12 hours,"Information or research, Creative projects, Learning or studying",5,6,3,Rarely,Never,Slightly,4,4,5,2,3,4,5,4,5,5,I’m not sure,1,2,5,5,4,3,"No, neither myself nor anyone I know",6,3,4,5,3,4,5,5,2,5,4,"Honesty, Fairness, Transparency",2,3,1,2,2,3,25 - 34,Man,UK,Bachelor’s degree,Not currently working,Agree
Yes,Sometimes,2–4 hours,"Information or research, Learning or studying",5,6,4,Rarely,Never,Not at all,1,1,7,1,1,1,5,2,6,7,"No, they have stayed the same",1,1,2,4,1,6,"No, neither myself nor anyone I know",7,7,7,7,1,7,5,4,1,6,6,"Honesty, Respect, Transparency",5,5,5,4,4,6,45 - 54,Woman,US,High school,Employed full time,Agree
Yes,Often,2–4 hours,Information or research,5,5,3,Occasionally,Never,Not at all,4,2,6,1,2,1,1,1,2,3,"Yes, they have become stronger",2,1,2,2,2,3,"No, neither myself nor anyone I know",6,6,6,6,2,1,2,2,2,5,3,"Human wellbeing, Non-harm, Accountability",4,4,3,4,4,6,Over 65,Man,UK,Bachelor’s degree,Employed part-time,Agree
Yes,Often,11–12 hours,"Information or research, Creative projects, Decision-making, Learning or studying",5,7,3,Occasionally,Sometimes,Significantly,5,5,3,5,5,3,6,6,6,5,"Yes, they have become stronger",3,6,6,6,6,5,"No, neither myself nor anyone I know",6,3,5,5,6,6,5,6,2,6,6,"Respect, Non-harm, Accountability",4,4,2,2,3,5,18 - 24,Woman,US,Bachelor’s degree,Not currently working,Agree
Yes,Everyday,7–8 hours,"Information or research, Work tasks",5,5,3,Rarely,Rarely,Slightly,3,3,7,2,2,1,4,4,4,4,"No, they have stayed the same",4,4,4,4,3,3,"No, neither myself nor anyone I know",7,5,5,5,3,4,4,3,2,4,4,"Honesty, Fairness, Non-harm",5,5,3,3,4,7,25 - 34,Woman,UK,Bachelor’s degree,Employed full time,Agree
Yes,Sometimes,7–8 hours,"Information or research, Creative projects, Entertainment",5,6,3,Rarely,Rarely,Slightly,2,2,5,1,1,1,4,4,4,4,"No, they have stayed the same",2,1,1,1,4,2,"No, neither myself nor anyone I know",5,5,6,6,2,4,6,4,2,4,4,"Responsibility, Transparency, Accountability",4,4,4,4,5,6,45 - 54,Man,UK,Postgraduate degree,Not currently working,Agree
Yes,Everyday,7–8 hours,"Information or research, Work tasks, Decision-making, Learning or studying",6,6,2,Never,Rarely,Slightly,5,5,4,3,2,2,4,4,5,4,"No, they have stayed the same",6,1,5,3,4,4,"No, neither myself nor anyone I know",7,6,5,6,4,5,5,5,5,5,5,"Honesty, Human wellbeing, Non-harm",4,4,4,4,4,5,55 - 65,Man,US,Postgraduate degree,Self-employed / freelance,Agree
Yes,Often,7–8 hours,Work tasks,5,5,3,Rarely,Rarely,Not at all,3,2,6,4,3,3,5,5,5,5,"Yes, they have become stronger",3,5,5,6,6,5,"Yes, I personally have",7,7,7,7,2,6,5,6,3,7,6,"Honesty, Empathy, Respect",5,5,5,5,5,5,45 - 54,Woman,Canada,Bachelor’s degree,Employed full time,Agree
Yes,Everyday,2–4 hours,"Information or research, Work tasks, Decision-making, Entertainment, Learning or studying",7,7,3,Never,Occasionally,Slightly,6,6,5,5,6,4,6,6,5,5,"Yes, they have become stronger",3,5,5,5,6,5,"No, neither myself nor anyone I know",5,4,5,5,5,4,5,5,6,7,5,"Honesty, Responsibility, Transparency",3,2,2,2,2,2,35 - 44,Man,UK,High school,Employed full time,Agree
Yes,Occasionally,5–6 hours,Information or research,4,4,4,Occasionally,Rarely,Moderately,3,5,2,1,1,2,1,6,3,7,"No, they have stayed the same",6,7,6,4,5,6,"No, neither myself nor anyone I know",4,5,4,5,6,4,5,5,6,3,3,"Human wellbeing, Non-harm, Transparency",4,4,1,2,1,4,45 - 54,Woman,UK,Bachelor’s degree,Not currently working,Agree
Yes,Sometimes,Less than 2 hours,"Information or research, Learning or studying",5,4,2,Rarely,Sometimes,Moderately,4,3,6,2,3,3,5,5,4,2,I’m not sure,3,2,2,3,5,3,"No, neither myself nor anyone I know",7,5,6,5,3,4,4,5,3,5,4,"Honesty, Fairness, Transparency",4,4,3,2,4,5,18 - 24,Man,Canada,Bachelor’s degree,Student,Agree
Yes,Everyday,11–12 hours,Information or research,6,6,4,Rarely,Never,Not at all,4,2,4,1,1,1,6,5,6,5,"No, they have stayed the same",2,1,1,1,6,4,"No, neither myself nor anyone I know",7,6,6,6,2,2,4,1,1,6,7,"Honesty, Transparency, Accountability",3,4,4,3,3,5,55 - 65,Woman,UK,High school,Employed full time,Agree
Yes,Often,2–4 hours,"Information or research, Work tasks, Entertainment",5,6,1,Never,Rarely,Not at all,6,3,5,4,5,3,6,6,5,4,"No, they have stayed the same",5,3,5,2,4,4,"No, neither myself nor anyone I know",4,5,6,4,2,5,4,6,5,3,6,"Honesty, Fairness, Responsibility",3,4,2,3,3,6,35 - 44,Woman,UK,Bachelor’s degree,Employed full time,Agree
Yes,Often,5–6 hours,"Information or research, Creative projects",4,3,4,Occasionally,Rarely,Slightly,5,2,6,2,1,1,1,1,2,7,"No, they have stayed the same",5,1,1,1,3,1,"No, neither myself nor anyone I know",7,6,6,5,3,1,2,2,5,2,4,"Honesty, Responsibility, Transparency",4,4,3,4,4,5,35 - 44,Woman,Canada,Postgraduate degree,Employed full time,Agree
